y,x
19.42,17.70
19.37,17.71
19.35,17.72
19.43,17.73
19.40,17.74
19.39,17.75
19.36,17.76
19.39,17.77
19.37,17.78
19.40,17.79
19.37,17.80
19.36,17.81
19.35,17.82
19.37,17.83
19.39,17.84
19.38,17.85
19.34,17.86
19.40,17.87
19.36,17.88
19.35,17.89
19.40,17.90
19.37,17.91
19.34,17.92
19.37,17.93
19.41,17.94
19.40,17.95
19.38,17.96
19.40,17.97
19.38,17.98
19.28,17.99
19.37,18.00
19.36,18.01
19.35,18.02
19.38,18.03
19.34,18.04
19.34,18.05
19.36,18.06
19.40,18.07
19.40,18.08
19.36,18.09
19.36,18.10
19.36,18.11
19.37,18.12
19.37,18.13
19.38,18.14
19.37,18.15
19.34,18.16
19.37,18.17
19.36,18.18
19.36,18.19
19.35,18.20
19.40,18.21
19.36,18.22
19.36,18.23
19.39,18.24
19.32,18.25
19.35,18.26
19.33,18.27
19.36,18.28
19.35,18.29
19.28,18.30
19.37,18.31
19.31,18.32
19.34,18.33
19.37,18.34
19.36,18.35
19.31,18.36
19.37,18.37
19.38,18.38
19.35,18.39
19.40,18.40
19.34,18.41
19.32,18.42
19.35,18.43
19.35,18.45
19.31,18.46
19.32,18.47
19.34,18.48
19.33,18.49
19.34,18.50
19.36,18.51
19.38,18.52
19.34,18.53
19.32,18.54
19.35,18.55
19.32,18.56
19.33,18.57
19.35,18.58
19.36,18.59
19.33,18.60
19.35,18.61
19.37,18.62
19.29,18.63
19.34,18.64
19.37,18.65
19.32,18.66
19.35,18.67
19.37,18.68
19.36,18.69
19.33,18.70
19.36,18.71
19.39,18.72
19.36,18.73
19.33,18.74
19.37,18.75
19.32,18.76
19.34,18.77
19.30,18.78
19.38,18.79
19.29,18.80
19.31,18.81
19.38,18.82
19.37,18.83
19.32,18.84
19.34,18.85
19.36,18.86
19.34,18.87
19.34,18.88
19.35,18.89
19.33,18.90
19.32,18.91
19.36,18.92
19.31,18.93
19.32,18.94
19.33,18.95
19.36,18.96
19.32,18.97
19.30,18.98
19.36,18.99
19.31,19.00
19.28,19.01
19.33,19.02
19.32,19.03
19.33,19.04
19.31,19.05
19.33,19.06
19.32,19.07
19.29,19.08
19.33,19.09
19.33,19.10
19.26,19.11
19.32,19.12
19.35,19.13
19.35,19.14
19.32,19.15
19.29,19.16
19.35,19.17
19.31,19.18
19.33,19.19
19.36,19.20
19.31,19.21
19.32,19.22
19.32,19.23
19.29,19.24
19.31,19.25
19.28,19.26
19.32,19.27
19.32,19.28
19.30,19.29
19.33,19.30
19.28,19.31
19.31,19.32
19.33,19.33
19.32,19.34
19.31,19.35
19.25,19.36
19.29,19.37
19.30,19.38
19.31,19.39
19.33,19.40
19.26,19.41
19.29,19.42
19.32,19.43
19.28,19.44
19.27,19.45
19.31,19.46
19.30,19.47
19.33,19.48
19.27,19.49
19.33,19.50
19.32,19.51
19.27,19.52
19.30,19.53
19.33,19.54
19.28,19.55
19.25,19.56
19.29,19.57
19.34,19.58
19.26,19.59
19.33,19.60
19.32,19.61
19.26,19.62
19.27,19.64
19.27,19.65
19.30,19.66
19.28,19.67
19.32,19.68
19.31,19.69
19.29,19.70
19.29,19.71
19.32,19.72
19.26,19.73
19.27,19.74
19.33,19.75
19.30,19.76
19.24,19.77
19.33,19.78
19.32,19.79
19.27,19.80
19.28,19.81
19.32,19.82
19.25,19.83
19.30,19.84
19.32,19.85
19.31,19.86
19.27,19.87
19.28,19.88
19.26,19.89
19.20,19.90
19.28,19.91
19.28,19.92
19.29,19.93
19.27,19.94
19.27,19.95
19.22,19.96
19.25,19.97
19.30,19.98
19.26,19.99
19.28,20.00
19.29,20.01
19.31,20.02
19.30,20.03
19.25,20.04
19.29,20.05
19.28,20.06
19.27,20.07
19.30,20.08
19.30,20.09
19.26,20.10
19.28,20.11
19.30,20.12
19.26,20.13
19.24,20.14
19.27,20.15
19.27,20.16
19.21,20.17
19.24,20.18
19.31,20.19
19.25,20.20
19.26,20.21
19.28,20.22
19.21,20.23
19.26,20.24
19.29,20.25
19.27,20.26
19.28,20.27
19.22,20.28
19.28,20.29
19.26,20.30
19.25,20.31
19.31,20.32
19.29,20.33
19.22,20.34
19.28,20.35
19.28,20.36
19.26,20.37
19.24,20.38
19.24,20.39
19.31,20.40
19.21,20.41
19.28,20.42
19.30,20.43
19.25,20.44
19.25,20.45
19.29,20.46
19.28,20.47
19.27,20.48
19.20,20.49
19.23,20.50
19.25,20.51
19.26,20.52
19.25,20.53
19.23,20.54
19.24,20.55
19.24,20.56
19.26,20.57
19.25,20.58
19.25,20.59
19.26,20.60
19.26,20.61
19.23,20.62
19.25,20.63
19.28,20.64
19.24,20.65
19.26,20.66
19.25,20.67
19.24,20.68
19.22,20.69
19.27,20.70
19.24,20.71
19.17,20.72
19.21,20.73
19.24,20.74
19.21,20.75
19.24,20.76
19.22,20.77
19.28,20.78
19.21,20.79
19.26,20.80
19.28,20.82
19.25,20.83
19.23,20.84
19.27,20.85
19.24,20.86
19.18,20.87
19.23,20.88
19.23,20.89
19.21,20.90
19.24,20.91
19.22,20.92
19.23,20.93
19.25,20.94
19.21,20.95
19.23,20.96
19.23,20.97
19.22,20.98
19.24,20.99
19.23,21.00
19.25,21.01
19.26,21.02
19.22,21.03
19.25,21.04
19.25,21.05
19.17,21.06
19.22,21.07
19.19,21.08
19.23,21.09
19.21,21.10
19.22,21.11
19.25,21.12
19.20,21.13
19.18,21.14
19.28,21.15
19.24,21.16
19.20,21.17
19.22,21.18
19.24,21.19
19.20,21.20
19.23,21.21
19.25,21.22
19.19,21.23
19.20,21.24
19.23,21.25
19.21,21.26
19.19,21.27
19.20,21.28
19.24,21.29
19.22,21.30
19.19,21.31
19.21,21.32
19.21,21.33
19.20,21.34
19.24,21.35
19.23,21.36
19.22,21.37
19.19,21.38
19.23,21.39
19.18,21.40
19.21,21.41
19.22,21.42
19.13,21.43
19.18,21.44
19.21,21.45
19.24,21.46
19.19,21.47
19.21,21.48
19.23,21.49
19.21,21.50
19.20,21.51
19.21,21.52
19.22,21.53
19.20,21.54
19.20,21.55
19.24,21.56
19.22,21.57
19.20,21.58
19.21,21.59
19.26,21.60
19.19,21.61
19.21,21.62
19.23,21.63
19.20,21.64
19.18,21.65
19.19,21.66
19.24,21.67
19.19,21.68
19.22,21.69
19.23,21.70
19.19,21.71
19.20,21.72
19.25,21.73
19.23,21.74
19.20,21.75
19.17,21.76
19.24,21.77
19.21,21.78
19.17,21.79
19.21,21.80
19.21,21.81
19.21,21.82
19.19,21.83
19.23,21.84
19.19,21.85
19.18,21.86
19.24,21.87
19.18,21.88
19.19,21.89
19.21,21.90
19.18,21.91
19.17,21.92
19.18,21.93
19.21,21.94
19.18,21.95
19.18,21.96
19.20,21.97
19.21,21.98
19.12,21.99
19.19,22.01
19.19,22.02
19.10,22.03
19.16,22.04
19.23,22.05
19.16,22.06
19.19,22.07
19.19,22.08
19.23,22.09
19.14,22.10
19.17,22.11
19.19,22.12
19.14,22.13
19.17,22.14
19.23,22.15
19.17,22.16
19.17,22.17
19.21,22.18
19.20,22.19
19.19,22.20
19.21,22.21
19.21,22.22
19.18,22.23
19.18,22.24
19.20,22.25
19.14,22.26
19.14,22.27
19.18,22.28
19.20,22.29
19.16,22.30
19.18,22.31
19.18,22.32
19.20,22.33
19.12,22.34
19.12,22.35
19.21,22.36
19.16,22.37
19.19,22.38
19.16,22.39
19.17,22.40
19.16,22.41
19.17,22.42
19.17,22.43
19.16,22.44
19.20,22.45
19.19,22.46
19.14,22.47
19.10,22.48
19.22,22.49
19.17,22.50
19.15,22.51
19.15,22.52
19.19,22.53
19.13,22.54
19.19,22.55
19.18,22.56
19.12,22.57
19.18,22.58
19.16,22.59
19.17,22.60
19.15,22.61
19.19,22.62
19.17,22.63
19.14,22.64
19.21,22.65
19.12,22.66
19.15,22.67
19.17,22.68
19.17,22.69
19.14,22.70
19.16,22.71
19.14,22.72
19.16,22.73
19.15,22.74
19.20,22.75
19.16,22.76
19.13,22.77
19.18,22.78
19.18,22.79
19.16,22.80
19.10,22.81
19.14,22.82
19.14,22.83
19.16,22.84
19.14,22.85
19.16,22.86
19.10,22.87
19.14,22.88
19.19,22.89
19.15,22.90
19.15,22.91
19.11,22.92
19.14,22.93
19.16,22.94
19.15,22.95
19.18,22.96
19.15,22.97
19.15,22.98
19.07,22.99
19.12,23.00
19.14,23.01
19.17,23.02
19.16,23.03
19.12,23.04
19.16,23.05
19.16,23.06
19.14,23.07
19.15,23.08
19.14,23.09
19.11,23.10
19.15,23.11
19.15,23.12
19.13,23.13
19.12,23.14
19.15,23.15
19.13,23.16
19.10,23.17
19.09,23.18
19.16,23.20
19.15,23.21
19.13,23.22
19.19,23.23
19.14,23.24
19.10,23.25
19.16,23.26
19.13,23.27
19.13,23.28
19.09,23.29
19.15,23.30
19.13,23.31
19.09,23.32
19.14,23.33
19.15,23.34
19.13,23.35
19.18,23.36
19.14,23.37
19.14,23.38
19.14,23.39
19.15,23.40
19.10,23.41
19.14,23.42
19.17,23.43
19.13,23.44
19.11,23.45
19.15,23.46
19.15,23.47
19.09,23.48
19.11,23.49
19.15,23.50
19.09,23.51
19.12,23.52
19.17,23.53
19.12,23.54
19.14,23.55
19.13,23.56
19.13,23.57
19.12,23.58
19.13,23.59
19.13,23.60
19.09,23.61
19.11,23.62
19.14,23.63
19.10,23.64
19.10,23.65
19.16,23.66
19.13,23.67
19.12,23.68
19.12,23.69
19.08,23.70
19.11,23.71
19.08,23.72
19.15,23.73
19.16,23.74
19.09,23.75
19.12,23.76
19.15,23.77
19.12,23.78
19.12,23.79
19.09,23.80
19.12,23.81
19.10,23.82
19.12,23.83
19.10,23.84
19.05,23.85
19.08,23.86
19.15,23.87
19.07,23.88
19.09,23.89
19.13,23.90
19.09,23.91
19.11,23.92
19.08,23.93
19.13,23.94
19.08,23.95
19.11,23.96
19.10,23.97
19.14,23.98
19.09,23.99
19.11,24.00
19.13,24.01
19.05,24.02
19.06,24.03
19.12,24.04
19.13,24.05
19.08,24.06
19.08,24.07
19.15,24.08
19.11,24.09
19.05,24.10
19.09,24.11
19.11,24.12
19.09,24.13
19.08,24.14
19.13,24.15
19.12,24.16
19.10,24.17
19.08,24.18
19.10,24.19
19.12,24.20
19.09,24.21
19.08,24.22
19.11,24.23
19.08,24.24
19.09,24.25
19.09,24.26
19.07,24.27
19.04,24.28
19.11,24.29
19.08,24.30
19.08,24.31
19.09,24.32
19.11,24.33
19.05,24.34
19.06,24.35
19.11,24.36
19.09,24.37
19.07,24.39
19.09,24.40
19.13,24.41
19.09,24.42
19.05,24.43
19.12,24.44
19.11,24.45
19.08,24.46
19.11,24.47
19.09,24.48
19.09,24.49
19.11,24.50
19.13,24.51
19.09,24.52
19.07,24.53
19.12,24.54
19.05,24.55
19.07,24.56
19.09,24.57
19.06,24.58
19.07,24.59
19.08,24.60
19.05,24.61
19.08,24.62
19.06,24.63
19.12,24.64
19.08,24.65
19.05,24.66
19.09,24.67
19.06,24.68
19.06,24.69
19.04,24.70
19.11,24.71
19.06,24.72
19.04,24.73
19.07,24.74
19.09,24.75
19.05,24.76
19.07,24.77
19.06,24.78
19.04,24.79
19.07,24.80
19.08,24.81
19.03,24.82
19.07,24.83
19.02,24.84
19.10,24.85
19.04,24.86
19.11,24.87
19.09,24.88
19.02,24.89
19.07,24.90
19.06,24.91
19.01,24.92
19.08,24.93
19.06,24.94
19.06,24.95
19.05,24.96
19.07,24.97
19.09,24.98
19.03,24.99
19.07,25.00
19.03,25.01
19.01,25.02
19.01,25.03
19.08,25.04
19.07,25.05
19.03,25.06
19.05,25.07
19.07,25.08
19.03,25.09
19.04,25.10
19.07,25.11
19.03,25.12
19.04,25.13
19.07,25.14
19.06,25.15
19.01,25.16
19.08,25.17
19.09,25.18
19.03,25.19
19.02,25.20
19.04,25.21
19.01,25.22
19.07,25.23
19.09,25.24
19.05,25.25
19.05,25.26
19.10,25.27
19.03,25.28
19.01,25.29
19.06,25.30
19.06,25.31
19.03,25.32
19.04,25.33
19.02,25.34
18.98,25.35
19.03,25.36
19.06,25.37
19.04,25.38
19.04,25.39
19.05,25.40
19.03,25.41
19.03,25.42
19.09,25.43
19.04,25.44
19.00,25.45
19.06,25.46
19.10,25.47
19.02,25.48
19.02,25.49
19.08,25.50
19.03,25.51
19.01,25.52
19.05,25.53
19.02,25.54
19.02,25.55
19.06,25.56
18.99,25.58
19.01,25.59
19.00,25.60
19.02,25.61
19.04,25.62
19.03,25.63
19.02,25.64
19.02,25.65
18.99,25.66
19.07,25.67
19.04,25.68
19.00,25.69
19.05,25.70
19.06,25.71
19.00,25.72
19.01,25.73
19.01,25.74
19.00,25.75
18.96,25.76
19.04,25.77
19.04,25.78
18.97,25.79
19.05,25.80
19.04,25.81
19.00,25.82
19.01,25.83
19.04,25.84
19.03,25.85
19.02,25.86
19.00,25.87
19.03,25.88
19.03,25.89
19.07,25.90
19.05,25.91
19.03,25.92
19.05,25.93
19.00,25.94
18.98,25.95
19.02,25.96
19.03,25.97
18.97,25.98
19.05,25.99
19.03,26.00
19.02,26.01
19.02,26.02
19.04,26.03
19.02,26.04
18.99,26.05
19.00,26.06
19.04,26.07
18.97,26.08
19.04,26.09
19.04,26.10
19.02,26.11
19.01,26.12
19.04,26.13
18.99,26.14
18.99,26.15
18.97,26.16
19.01,26.17
19.01,26.18
19.00,26.19
19.00,26.20
19.01,26.21
18.99,26.22
19.04,26.23
19.03,26.24
18.96,26.25
19.01,26.26
19.00,26.27
18.98,26.28
18.93,26.29
19.02,26.30
18.99,26.31
18.99,26.32
19.03,26.33
19.00,26.34
18.98,26.35
18.98,26.36
18.99,26.37
19.02,26.38
18.95,26.39
19.00,26.40
18.99,26.41
19.02,26.42
19.02,26.43
19.02,26.44
19.00,26.45
18.98,26.46
19.00,26.47
19.00,26.48
18.99,26.49
18.99,26.50
19.01,26.51
18.98,26.52
18.90,26.53
19.00,26.54
19.02,26.55
18.98,26.56
19.01,26.57
18.93,26.58
18.97,26.59
18.99,26.60
19.02,26.61
18.96,26.62
18.99,26.63
18.97,26.64
18.98,26.65
18.96,26.66
18.99,26.67
19.01,26.68
18.96,26.69
18.97,26.70
19.02,26.71
18.96,26.72
18.95,26.73
18.96,26.74
18.97,26.75
18.94,26.77
18.98,26.78
19.00,26.79
18.92,26.80
18.99,26.81
18.99,26.82
18.99,26.83
18.96,26.84
18.93,26.85
18.98,26.86
18.97,26.87
18.95,26.88
19.01,26.89
18.96,26.90
18.98,26.91
19.03,26.92
18.98,26.93
18.97,26.94
18.97,26.95
18.96,26.96
18.96,26.97
19.02,26.98
18.99,26.99
18.98,27.00
18.96,27.01
19.00,27.02
18.92,27.03
18.96,27.04
18.98,27.05
18.96,27.06
18.97,27.07
18.99,27.08
18.97,27.09
18.95,27.10
18.99,27.11
18.99,27.12
18.94,27.13
18.97,27.14
19.00,27.15
18.95,27.16
18.96,27.17
18.99,27.18
18.96,27.19
18.96,27.20
18.99,27.21
18.96,27.22
18.94,27.23
18.99,27.24
18.95,27.25
18.92,27.26
18.96,27.27
18.98,27.28
18.94,27.29
18.93,27.30
18.95,27.31
18.92,27.32
18.95,27.33
18.97,27.34
18.94,27.35
18.96,27.36
19.01,27.37
18.98,27.38
18.97,27.39
18.95,27.40
18.96,27.41
18.90,27.42
18.95,27.43
18.97,27.44
18.93,27.45
18.93,27.46
18.90,27.47
18.97,27.48
18.92,27.49
18.96,27.50
18.97,27.51
18.94,27.52
18.90,27.53
18.98,27.54
18.97,27.55
18.94,27.56
18.96,27.57
18.96,27.58
18.91,27.59
18.95,27.60
18.99,27.61
18.96,27.62
18.93,27.63
18.98,27.64
18.93,27.65
18.94,27.66
18.97,27.67
18.99,27.68
18.96,27.69
18.95,27.70
18.96,27.71
18.94,27.72
18.95,27.73
18.95,27.74
18.92,27.75
18.89,27.76
18.97,27.77
18.96,27.78
18.93,27.79
18.91,27.80
18.94,27.81
18.96,27.82
18.92,27.83
18.95,27.84
18.95,27.85
18.96,27.86
18.97,27.87
18.96,27.88
18.95,27.89
18.92,27.90
18.95,27.91
18.92,27.92
18.93,27.93
18.95,27.94
18.95,27.96
18.91,27.97
18.97,27.98
18.91,27.99
18.93,28.00
18.95,28.01
18.91,28.02
18.90,28.03
18.94,28.04
18.96,28.05
18.94,28.06
18.92,28.07
18.93,28.08
18.94,28.09
18.82,28.10
18.97,28.11
18.91,28.12
18.89,28.13
18.93,28.14
18.91,28.15
18.93,28.16
18.88,28.17
18.96,28.18
18.90,28.19
18.92,28.20
18.97,28.21
18.92,28.22
18.90,28.23
18.94,28.24
18.95,28.25
18.90,28.26
18.92,28.27
18.97,28.28
18.93,28.29
18.92,28.30
18.97,28.31
18.90,28.32
18.88,28.33
18.95,28.34
18.92,28.35
18.91,28.36
18.95,28.37
18.92,28.38
18.90,28.39
18.90,28.40
18.92,28.41
18.92,28.42
18.88,28.43
18.92,28.44
18.92,28.45
18.90,28.46
18.94,28.47
18.90,28.48
18.91,28.49
18.90,28.50
18.89,28.51
18.90,28.52
18.85,28.53
18.93,28.54
18.91,28.55
18.90,28.56
18.95,28.57
18.92,28.58
18.87,28.59
18.91,28.60
18.93,28.61
18.84,28.62
18.87,28.63
18.93,28.64
18.84,28.65
18.85,28.66
18.93,28.67
18.91,28.68
18.88,28.69
18.93,28.70
18.94,28.71
18.88,28.72
18.94,28.73
18.86,28.74
18.88,28.75
18.93,28.76
18.93,28.77
18.90,28.78
18.91,28.79
18.88,28.80
18.92,28.81
18.90,28.82
18.90,28.83
18.92,28.84
18.92,28.85
18.90,28.86
18.91,28.87
18.91,28.88
18.88,28.89
18.89,28.90
18.93,28.91
18.89,28.92
18.90,28.93
18.88,28.94
18.88,28.95
18.86,28.96
18.89,28.97
18.83,28.98
18.88,28.99
18.92,29.00
18.92,29.01
18.89,29.02
18.86,29.03
18.90,29.04
18.85,29.05
18.91,29.06
18.91,29.07
18.89,29.08
18.90,29.09
18.87,29.10
18.92,29.11
18.85,29.12
18.86,29.14
18.89,29.15
18.88,29.16
18.88,29.17
18.89,29.18
18.91,29.19
18.82,29.20
18.91,29.21
18.88,29.22
18.88,29.23
18.87,29.24
18.87,29.25
18.90,29.26
18.85,29.27
18.87,29.28
18.91,29.29
18.87,29.30
18.91,29.31
18.92,29.32
18.88,29.33
18.91,29.34
18.87,29.35
18.84,29.36
18.86,29.37
18.89,29.38
18.88,29.39
18.86,29.40
18.89,29.41
18.86,29.42
18.82,29.43
18.87,29.44
18.85,29.45
18.88,29.46
18.86,29.47
18.81,29.48
18.84,29.49
18.87,29.50
18.91,29.51
18.85,29.52
18.86,29.53
18.91,29.54
18.89,29.55
18.86,29.56
18.90,29.57
18.86,29.58
18.85,29.59
18.88,29.60
18.91,29.61
18.88,29.62
18.85,29.63
18.88,29.64
18.82,29.65
18.87,29.66
18.87,29.67
18.90,29.68
18.84,29.69
18.82,29.70
18.89,29.71
18.86,29.72
18.89,29.73
18.88,29.74
18.89,29.75
18.85,29.76
18.87,29.77
18.87,29.78
18.85,29.79
18.88,29.80
18.87,29.81
18.82,29.82
18.87,29.83
18.86,29.84
18.81,29.85
18.83,29.86
18.89,29.87
18.86,29.88
18.85,29.89
18.87,29.90
18.87,29.91
18.82,29.92
18.87,29.93
18.85,29.94
18.85,29.95
18.85,29.96
18.86,29.97
18.85,29.98
18.84,29.99
18.88,30.00
18.84,30.01
18.84,30.02
18.88,30.03
18.86,30.04
18.84,30.05
18.80,30.06
18.89,30.07
18.82,30.08
18.79,30.09
18.87,30.10
18.79,30.11
18.84,30.12
18.87,30.13
18.86,30.14
18.77,30.15
18.86,30.16
18.85,30.17
18.81,30.18
18.85,30.19
18.89,30.20
18.85,30.21
18.86,30.22
18.87,30.23
18.85,30.24
18.79,30.25
18.87,30.26
18.84,30.27
18.82,30.28
18.79,30.29
18.85,30.30
18.86,30.31
18.81,30.33
18.87,30.34
18.84,30.35
18.79,30.36
18.85,30.37
18.80,30.38
18.81,30.39
18.85,30.40
18.83,30.41
18.79,30.42
18.85,30.43
18.86,30.44
18.75,30.45
18.83,30.46
18.85,30.47
18.84,30.48
18.83,30.49
18.81,30.50
18.85,30.51
18.84,30.52
18.86,30.53
18.85,30.54
18.83,30.55
18.79,30.56
18.85,30.57
18.83,30.58
18.83,30.59
18.84,30.60
18.82,30.61
18.80,30.62
18.84,30.63
18.80,30.64
18.79,30.65
18.81,30.66
18.85,30.67
18.82,30.68
18.81,30.69
18.79,30.70
18.81,30.71
18.79,30.72
18.85,30.73
18.85,30.74
18.76,30.75
18.81,30.76
18.81,30.77
18.80,30.78
18.82,30.79
18.83,30.80
18.83,30.81
18.81,30.82
18.80,30.83
18.83,30.84
18.82,30.85
18.82,30.86
18.81,30.87
18.78,30.88
18.81,30.89
18.82,30.90
18.78,30.91
18.81,30.92
18.79,30.93
18.84,30.94
18.81,30.95
18.78,30.96
18.80,30.97
18.79,30.98
18.82,30.99
18.83,31.00
18.79,31.01
18.80,31.02
18.86,31.03
18.82,31.04
18.79,31.05
18.81,31.06
18.78,31.07
18.77,31.08
18.74,31.09
18.79,31.10
18.82,31.11
18.81,31.12
18.71,31.13
18.81,31.14
18.80,31.15
18.83,31.16
18.81,31.17
18.79,31.18
18.80,31.19
18.80,31.20
18.79,31.21
18.82,31.22
18.85,31.23
18.83,31.24
18.78,31.25
18.81,31.26
18.78,31.27
18.79,31.28
18.78,31.29
18.84,31.30
18.81,31.31
18.74,31.32
18.81,31.33
18.79,31.34
18.77,31.35
18.76,31.36
18.81,31.37
18.78,31.38
18.79,31.39
18.81,31.40
18.73,31.41
18.77,31.42
18.82,31.43
18.81,31.44
18.79,31.45
18.81,31.46
18.82,31.47
18.78,31.48
18.78,31.49
18.77,31.50
18.75,31.52
18.79,31.53
18.82,31.54
18.75,31.55
18.76,31.56
18.81,31.57
18.81,31.58
18.77,31.59
18.76,31.60
18.81,31.61
18.81,31.62
18.76,31.63
18.80,31.64
18.77,31.65
18.79,31.66
18.80,31.67
18.76,31.68
18.78,31.69
18.79,31.70
18.79,31.71
18.77,31.72
18.75,31.73
18.79,31.74
18.78,31.75
18.75,31.76
18.79,31.77
18.78,31.78
18.78,31.79
18.78,31.80
18.80,31.81
18.76,31.82
18.79,31.83
18.79,31.84
18.77,31.85
18.77,31.86
18.77,31.87
18.80,31.88
18.75,31.89
18.77,31.90
18.80,31.91
18.76,31.92
18.80,31.93
18.76,31.94
18.77,31.95
18.78,31.96
18.76,31.97
18.75,31.98
18.77,31.99
18.76,32.00
18.79,32.01
18.79,32.02
18.79,32.03
18.78,32.04
18.77,32.05
18.75,32.06
18.80,32.07
18.78,32.08
18.78,32.09
18.74,32.10
18.78,32.11
18.75,32.12
18.80,32.13
18.79,32.14
18.74,32.15
18.75,32.16
18.76,32.17
18.79,32.18
18.72,32.19
18.76,32.20
18.77,32.21
18.74,32.22
18.73,32.23
18.79,32.24
18.74,32.25
18.74,32.26
18.75,32.27
18.77,32.28
18.73,32.29
18.80,32.30
18.76,32.31
18.70,32.32
18.78,32.33
18.77,32.34
18.75,32.35
18.76,32.36
18.75,32.37
18.73,32.38
18.74,32.39
18.77,32.40
18.76,32.41
18.72,32.42
18.80,32.43
18.77,32.44
18.76,32.45
18.77,32.46
18.77,32.47
18.72,32.48
18.69,32.49
18.79,32.50
18.74,32.51
18.74,32.52
18.75,32.53
18.79,32.54
18.75,32.55
18.74,32.56
18.75,32.57
18.76,32.58
18.74,32.59
18.80,32.60
18.74,32.61
18.75,32.62
18.77,32.63
18.74,32.64
18.73,32.65
18.75,32.66
18.77,32.67
18.75,32.68
18.76,32.69
18.79,32.71
18.71,32.72
18.74,32.73
18.77,32.74
18.75,32.75
18.75,32.76
18.72,32.77
18.73,32.78
18.70,32.79
18.77,32.80
18.77,32.81
18.73,32.82
18.75,32.83
18.76,32.84
18.74,32.85
18.69,32.86
18.78,32.87
18.76,32.88
18.67,32.89
18.74,32.90
18.76,32.91
18.73,32.92
18.73,32.93
18.76,32.94
18.73,32.95
18.74,32.96
18.74,32.97
18.74,32.98
18.75,32.99
18.75,33.00
18.77,33.01
18.75,33.02
18.72,33.03
18.79,33.04
18.73,33.05
18.76,33.06
18.78,33.07
18.73,33.08
18.71,33.09
18.71,33.10
18.75,33.11
18.70,33.12
18.69,33.13
18.72,33.14
18.75,33.15
18.71,33.16
18.74,33.17
18.74,33.18
18.73,33.19
18.71,33.20
18.76,33.21
18.71,33.22
18.73,33.23
18.74,33.24
18.74,33.25
18.73,33.26
18.76,33.27
18.73,33.28
18.71,33.29
18.76,33.30
18.72,33.31
18.71,33.32
18.72,33.33
18.77,33.34
18.72,33.35
18.72,33.36
18.75,33.37
18.71,33.38
18.72,33.39
18.74,33.40
18.70,33.41
18.66,33.42
18.72,33.43
18.73,33.44
18.70,33.45
18.69,33.46
18.74,33.47
18.69,33.48
18.71,33.49
18.76,33.50
18.71,33.51
18.69,33.52
18.75,33.53
18.71,33.54
18.66,33.55
18.72,33.56
18.73,33.57
18.73,33.58
18.71,33.59
18.75,33.60
18.72,33.61
18.72,33.62
18.71,33.63
18.72,33.64
18.68,33.65
18.71,33.66
18.69,33.67
18.65,33.68
18.69,33.69
18.74,33.70
18.71,33.71
18.71,33.72
18.70,33.73
18.68,33.74
18.71,33.75
18.72,33.76
18.70,33.77
18.70,33.78
18.72,33.79
18.70,33.80
18.67,33.81
18.74,33.82
18.73,33.83
18.70,33.84
18.72,33.85
18.72,33.86
18.68,33.87
18.67,33.88
18.73,33.90
18.71,33.91
18.70,33.92
18.72,33.93
18.72,33.94
18.67,33.95
18.72,33.96
18.71,33.97
18.67,33.98
18.72,33.99
18.72,34.00
18.67,34.01
18.70,34.02
18.75,34.03
18.74,34.04
18.67,34.05
18.72,34.06
18.70,34.07
18.68,34.08
18.71,34.09
18.70,34.10
18.66,34.11
18.69,34.12
18.73,34.13
18.73,34.14
18.70,34.15
18.70,34.16
18.72,34.17
18.69,34.18
18.71,34.19
18.71,34.20
18.66,34.21
18.67,34.22
18.70,34.23
18.70,34.24
18.71,34.25
18.72,34.26
18.72,34.27
18.64,34.28
18.70,34.29
18.70,34.30
18.67,34.31
18.68,34.32
18.71,34.33
18.70,34.34
18.69,34.35
18.70,34.36
18.64,34.37
18.68,34.38
18.69,34.39
18.71,34.40
18.64,34.41
18.69,34.42
18.64,34.43
18.64,34.44
18.65,34.45
18.72,34.46
18.66,34.47
18.67,34.48
18.71,34.49
18.69,34.50
18.66,34.51
18.71,34.52
18.67,34.53
18.64,34.54
18.72,34.55
18.72,34.56
18.66,34.57
18.67,34.58
18.70,34.59
18.68,34.60
18.62,34.61
18.67,34.62
18.69,34.63
18.60,34.64
18.67,34.65
18.68,34.66
18.67,34.67
18.68,34.68
18.68,34.69
18.67,34.70
18.64,34.71
18.71,34.72
18.66,34.73
18.65,34.74
18.66,34.75
18.70,34.76
18.67,34.77
18.68,34.78
18.68,34.79
18.61,34.80
18.68,34.81
18.64,34.82
18.58,34.83
18.65,34.84
18.65,34.85
18.65,34.86
18.69,34.87
18.61,34.88
18.65,34.89
18.67,34.90
18.70,34.91
18.68,34.92
18.60,34.93
18.67,34.94
18.64,34.95
18.65,34.96
18.70,34.97
18.64,34.98
18.67,34.99
18.69,35.00
18.67,35.01
18.66,35.02
18.63,35.03
18.67,35.04
18.59,35.05
18.64,35.06
18.68,35.08
18.68,35.09
18.60,35.10
18.67,35.11
18.68,35.12
18.64,35.13
18.67,35.14
18.69,35.15
18.66,35.16
18.64,35.17
18.67,35.18
18.66,35.19
18.66,35.20
18.63,35.21
18.69,35.22
18.62,35.23
18.66,35.24
18.67,35.25
18.65,35.26
18.66,35.27
18.70,35.28
18.66,35.29
18.59,35.30
18.64,35.31
18.65,35.32
18.66,35.33
